epoch,batches,loss,auc
0,1000,2.7259323981239523,0.6883463252722436
0,2000,2.210585645987464,0.7220241850081738
0,3000,1.9560124190422152,0.7553283455636673
0,4000,1.8075567644429773,0.7837814580766936
0,5000,1.6401591306611367,0.8047731589102033
0,6000,1.5432475830984695,0.8209251142951948
0,7000,1.444513865503318,0.8327946245606775
0,8000,1.3389883927337676,0.8411913766761084
0,9000,1.33648474888727,0.8491176567049068
0,10000,1.2960132351674458,0.854426804306788
0,11000,1.1991679049872264,0.8619105050125494
0,12000,1.2001753457476643,0.8664813373669955
0,13000,1.1703946337606133,0.870496505773555
0,14000,1.1098772756572077,0.8759804498372361
0,15000,1.0651560968780038,0.8813685262601049
0,16000,1.0334357726371597,0.8844478351773793
0,17000,0.9749219003546136,0.887868582286583
0,18000,0.9205854252249236,0.8919305456027681
0,19000,0.9130718233767092,0.8944413107970408
0,20000,0.9217840758717417,0.8968552061375781
0,21000,0.9076745469426954,0.8993657247411587
0,22000,0.8935265100582621,0.9009741537149077
0,23000,0.9083670654023593,0.9024434205934667
0,24000,0.8712952932010731,0.9033735605393823
0,25000,0.866144579577116,0.9040710457284725
0,26000,0.8719064982186993,0.9044746231829166
0,27000,0.8557100773219973,0.9045961301197069
0,28000,0.8465363679920588,0.9046166356589034
1,1000,0.7335404737516386,0.9046166491939285
1,2000,0.7327450041521171,0.9046166491939285
1,3000,0.723634377054822,0.9046166491939285
1,4000,0.7437202604670305,0.9046166491939285
1,5000,0.7274712379624889,0.9046166491939285
1,6000,0.7556247518577718,0.9046166491939285
1,7000,0.7221374463308612,0.9046166491939285
1,8000,0.7305988783368862,0.9046166491939285
1,9000,0.7288385012455119,0.9046166491939285
1,10000,0.7278850662466498,0.9046166491939285
1,11000,0.7381820593584595,0.9046166491939285
1,12000,0.7443822594993292,0.9046166491939285
1,13000,0.7254889090249148,0.9046166491939285
1,14000,0.7450568907998629,0.9046166491939285
1,15000,0.7199593678256174,0.9046166491939285
1,16000,0.7304300439572782,0.9046166491939285
1,17000,0.7162706323193823,0.9046166491939285
1,18000,0.7508221788320273,0.9046166491939285
1,19000,0.7184999831268186,0.9046166491939285
1,20000,0.7333278627191395,0.9046166491939285
1,21000,0.7431834650987971,0.9046166491939285
1,22000,0.7332578850209049,0.9046166491939285
1,23000,0.7421927899059487,0.9046166491939285
1,24000,0.7168038580883804,0.9046166491939285
1,25000,0.7111278465239309,0.9046166491939285
1,26000,0.7434226626365676,0.9046166491939285
1,27000,0.7295507998430503,0.9046166491939285
1,28000,0.7424476510074529,0.9046166491939285
2,1000,0.7136506158812815,0.9046166491939285
2,2000,0.7400396873638206,0.9046166491939285
2,3000,0.7437523438317971,0.9046166491939285
2,4000,0.7166417518934781,0.9046166491939285
2,5000,0.7310131497124609,0.9046166491939285
2,6000,0.7333074659067725,0.9046166491939285
2,7000,0.7249930445667409,0.9046166491939285
2,8000,0.7275972666366632,0.9046166491939285
2,9000,0.726384545402061,0.9046166491939285
2,10000,0.7297007355631104,0.9046166491939285
2,11000,0.7400369674395632,0.9046166491939285
2,12000,0.7143847386862143,0.9046166491939285
2,13000,0.7378295983047771,0.9046166491939285
2,14000,0.7528121629313337,0.9046166491939285
2,15000,0.7161121026882324,0.9046166491939285
2,16000,0.7408544718776886,0.9046166491939285
2,17000,0.7306976058756819,0.9046166491939285
2,18000,0.7158648512969501,0.9046166491939285
2,19000,0.7381400658759054,0.9046166491939285
2,20000,0.7286534966721376,0.9046166491939285
2,21000,0.7352876403457569,0.9046166491939285
2,22000,0.7149715836643221,0.9046166491939285
2,23000,0.7315758599105413,0.9046166491939285
2,24000,0.7238032064535562,0.9046166491939285
2,25000,0.7226622332746497,0.9046166491939285
2,26000,0.7483066713910518,0.9046166491939285
2,27000,0.7402255619273065,0.9046166491939285
2,28000,0.7376999028493781,0.9046166491939285
