epoch,batches,loss,auc
0,1000,2.760747176674926,0.7258192017434096
0,2000,2.2267405183582154,0.790592695555279
0,3000,1.9584017602818375,0.839275618369441
0,4000,1.798493072822629,0.8732845065742457
0,5000,1.6546690386979825,0.8952414407342792
0,6000,1.5679903959127073,0.9095190600722987
0,7000,1.441507159495086,0.9197522088654317
0,8000,1.3562040745415977,0.9267247389258348
0,9000,1.343516482929305,0.9318332727095584
0,10000,1.3025049458739288,0.9356751309088842
0,11000,1.204533727323754,0.9390660205522033
0,12000,1.1860819107269946,0.9416338488299443
0,13000,1.1631329607412364,0.9438345309538033
0,14000,1.1164023247956645,0.9456392949574023
0,15000,1.0669934094697804,0.9471932180089095
0,16000,1.0299471584398978,0.9484516596540783
0,17000,0.9707838936359341,0.9494825536613257
0,18000,0.9296738017406652,0.9503449614265811
0,19000,0.9048421609869884,0.9510883258247985
0,20000,0.930027611039975,0.951648711398243
0,21000,0.905644814407775,0.9521133618794432
0,22000,0.8998687806395954,0.9524627066759909
0,23000,0.90835045044379,0.9527319461026621
0,24000,0.870030893186072,0.9529188832792979
0,25000,0.8546751398571212,0.9530372504282874
0,26000,0.8725631515045035,0.9531057544768723
0,27000,0.8601043905910967,0.9531346735946827
0,28000,0.8494560469898287,0.9531393183575777
1,1000,0.7304023042175636,0.9531393325365689
1,2000,0.7266161957286438,0.9531393325365689
1,3000,0.7186572512415829,0.9531393325365689
1,4000,0.7479826845291109,0.9531393325365689
1,5000,0.7232722259340638,0.9531393325365689
1,6000,0.7502270526805319,0.9531393325365689
1,7000,0.7170898358715059,0.9531393325365689
1,8000,0.7342699883586115,0.9531393325365689
1,9000,0.7289247472317079,0.9531393325365689
1,10000,0.7277224388152399,0.9531393325365689
1,11000,0.7451880860738298,0.9531393325365689
1,12000,0.7353165943713937,0.9531393325365689
1,13000,0.733170269919202,0.9531393325365689
1,14000,0.7448497592145105,0.9531393325365689
1,15000,0.7209632836865981,0.9531393325365689
1,16000,0.7322957760279047,0.9531393325365689
1,17000,0.7122664441307598,0.9531393325365689
1,18000,0.7496445331453518,0.9531393325365689
1,19000,0.7112725939363226,0.9531393325365689
1,20000,0.7286790349294675,0.9531393325365689
1,21000,0.7421159421069263,0.9531393325365689
1,22000,0.737043924239919,0.9531393325365689
1,23000,0.745589198166633,0.9531393325365689
1,24000,0.7193637492920029,0.9531393325365689
1,25000,0.7047225917514095,0.9531393325365689
1,26000,0.7428294695489841,0.9531393325365689
1,27000,0.7204230342753681,0.9531393325365689
1,28000,0.7381640099333263,0.9531393325365689
2,1000,0.7130310438117464,0.9531393325365689
2,2000,0.7394861086445248,0.9531393325365689
2,3000,0.7382156290987133,0.9531393325365689
2,4000,0.7098080629770089,0.9531393325365689
2,5000,0.7294689031372009,0.9531393325365689
2,6000,0.7306160037563666,0.9531393325365689
2,7000,0.7269645270339,0.9531393325365689
2,8000,0.7270294014545078,0.9531393325365689
2,9000,0.7305009211910457,0.9531393325365689
2,10000,0.7158098810183549,0.9531393325365689
2,11000,0.7431397601885443,0.9531393325365689
2,12000,0.7193633902137575,0.9531393325365689
2,13000,0.737175863388212,0.9531393325365689
2,14000,0.7578849688862526,0.9531393325365689
2,15000,0.7169074609842179,0.9531393325365689
2,16000,0.7342097477184383,0.9531393325365689
2,17000,0.7337231128546303,0.9531393325365689
2,18000,0.7092501172242154,0.9531393325365689
2,19000,0.7283541610999462,0.9531393325365689
2,20000,0.7262441942035261,0.9531393325365689
2,21000,0.7300331647015723,0.9531393325365689
2,22000,0.7174092909452011,0.9531393325365689
2,23000,0.7299020282610942,0.9531393325365689
2,24000,0.718761955563046,0.9531393325365689
2,25000,0.7209276179537696,0.9531393325365689
2,26000,0.7492856505086393,0.9531393325365689
2,27000,0.7288739251123946,0.9531393325365689
2,28000,0.7289421491878516,0.9531393325365689
