epoch,batches,loss,auc
0,1000,2.729020469044339,0.7334222081648974
0,2000,2.2244476709847674,0.7914324000113604
0,3000,1.9619879165435576,0.8384089032758678
0,4000,1.8045505300420879,0.8721253499486299
0,5000,1.638455852263337,0.8943377099070299
0,6000,1.5544277347223017,0.9090318841639966
0,7000,1.4396067589556198,0.9196037335868505
0,8000,1.3519226078453548,0.9267193902726615
0,9000,1.3257033899399657,0.931750037969537
0,10000,1.3015764750261345,0.9357454005402535
0,11000,1.210062845649664,0.9391502331572142
0,12000,1.1866900619921386,0.9416656697253559
0,13000,1.1546993654749778,0.9438253120719661
0,14000,1.1209877601671474,0.9457034515808985
0,15000,1.0678493453282933,0.9471818919333762
0,16000,1.02892307887528,0.9484198424327086
0,17000,0.975013459410175,0.9494447532551002
0,18000,0.9266721381732306,0.9502823467097842
0,19000,0.9109049025145256,0.9510239741084455
0,20000,0.931068784655888,0.9515724707452516
0,21000,0.9038092970146199,0.9520081437051989
0,22000,0.9011818118543917,0.9523549263058492
0,23000,0.9196708902287928,0.9526151697076426
0,24000,0.8649814138833702,0.9527991743585783
0,25000,0.8681669975883426,0.9529129505576381
0,26000,0.8818042908734398,0.9529816045075347
0,27000,0.8516467907742148,0.9530094187593412
0,28000,0.8473178303771718,0.9530142517924852
1,1000,0.7256773272800408,0.9530142661600872
1,2000,0.7365953812184508,0.9530142661600872
1,3000,0.7166638409671796,0.9530142661600872
1,4000,0.7493986078504034,0.9530142661600872
1,5000,0.7270669898308553,0.9530142661600872
1,6000,0.7496829403583606,0.9530142661600872
1,7000,0.7193215202961344,0.9530142661600872
1,8000,0.7346391860341307,0.9530142661600872
1,9000,0.7335434737828757,0.9530142661600872
1,10000,0.7235526656501792,0.9530142661600872
1,11000,0.7476031926073687,0.9530142661600872
1,12000,0.7449150962106331,0.9530142661600872
1,13000,0.7403517356160955,0.9530142661600872
1,14000,0.7397064130935348,0.9530142661600872
1,15000,0.7201389567376092,0.9530142661600872
1,16000,0.7354317760668119,0.9530142661600872
1,17000,0.7199879860936041,0.9530142661600872
1,18000,0.7572549084772694,0.9530142661600872
1,19000,0.7156764017820924,0.9530142661600872
1,20000,0.7343053716582782,0.9530142661600872
1,21000,0.7434461331140686,0.9530142661600872
1,22000,0.7337065940679992,0.9530142661600872
1,23000,0.7390698845845013,0.9530142661600872
1,24000,0.7086594405903228,0.9530142661600872
1,25000,0.7134079733759119,0.9530142661600872
1,26000,0.746960929274249,0.9530142661600872
1,27000,0.7242386510412336,0.9530142661600872
1,28000,0.7368597469446391,0.9530142661600872
2,1000,0.7165526523358446,0.9530142661600872
2,2000,0.7449904748361041,0.9530142661600872
2,3000,0.7368879053245602,0.9530142661600872
2,4000,0.7073521317266376,0.9530142661600872
2,5000,0.7293183951155774,0.9530142661600872
2,6000,0.7381897994060732,0.9530142661600872
2,7000,0.7270805130566648,0.9530142661600872
2,8000,0.7289604505526714,0.9530142661600872
2,9000,0.7294187923036931,0.9530142661600872
2,10000,0.7259975586741395,0.9530142661600872
2,11000,0.7456297814396242,0.9530142661600872
2,12000,0.7153669504212351,0.9530142661600872
2,13000,0.7315823588021216,0.9530142661600872
2,14000,0.7580219672780438,0.9530142661600872
2,15000,0.7171683632115469,0.9530142661600872
2,16000,0.733688255436189,0.9530142661600872
2,17000,0.7308440487311644,0.9530142661600872
2,18000,0.7195666896197368,0.9530142661600872
2,19000,0.7294202920767048,0.9530142661600872
2,20000,0.7384914520924382,0.9530142661600872
2,21000,0.7337870485861315,0.9530142661600872
2,22000,0.7128504420607719,0.9530142661600872
2,23000,0.7273745908013092,0.9530142661600872
2,24000,0.7201740567808599,0.9530142661600872
2,25000,0.7188712707061006,0.9530142661600872
2,26000,0.7597201898650866,0.9530142661600872
2,27000,0.7294811453352883,0.9530142661600872
2,28000,0.7373313042955598,0.9530142661600872
